# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  2 01:24:21 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_dist,sy_disterr1,sy_disterr2
Kepler-1457 b,51.11102430000,0.00037380000,-0.00037380000,0,1.99000000,0.31000000,-0.20000000,0,4.62000000,,,0,478.00,,,0,,5866.00,137.28,-119.79,0,1.010000,0.152000,-0.100000,0,889.88500000,11.77100000,-11.47300000
Kepler-1458 b,47.98727640000,0.00017760000,-0.00017760000,0,2.76000000,0.42000000,-0.21000000,0,8.05000000,,,0,493.00,,,0,,5653.00,119.66,-136.13,0,0.940000,0.139000,-0.071000,0,544.45000000,4.89000000,-4.80500000
Kepler-1459 b,62.86916110000,0.00095860000,-0.00095860000,0,1.36000000,0.10000000,-0.08000000,0,2.42000000,,,0,349.00,,,0,,4828.00,42.43,-40.76,0,0.740000,0.024000,-0.033000,0,455.47900000,4.34200000,-4.26100000
Kepler-146 b,31.15879900000,0.00007900000,-0.00007900000,0,3.71000000,0.70000000,-0.70000000,0,13.30000000,,,0,639.00,,,0,,5948.00,100.00,-100.00,0,1.208000,0.226000,-0.226000,0,716.79700000,9.34400000,-9.34400000
Kepler-146 c,76.73217100000,0.00060900000,-0.00060900000,0,3.13000000,0.59000000,-0.59000000,0,9.96000000,,,0,473.00,,,0,,5948.00,100.00,-100.00,0,1.208000,0.226000,-0.226000,0,716.79700000,9.34400000,-9.34400000
Kepler-1460 b,29.96332470000,0.00021860000,-0.00021860000,0,1.96000000,0.14000000,-0.13000000,0,4.50000000,,,0,391.00,,,0,,4422.00,43.62,-45.02,0,0.670000,0.023000,-0.040000,0,553.21800000,9.93900000,-9.60100000
Kepler-1461 b,29.34947750000,0.00018320000,-0.00018320000,0,2.03000000,0.09000000,-0.16000000,0,4.78000000,,,0,451.00,,,0,,4919.00,49.81,-58.16,0,0.740000,0.031000,-0.041000,0,679.10600000,14.13500000,-13.58100000
Kepler-1462 b,65.64883410000,0.00066210000,-0.00066210000,0,3.82000000,0.82000000,-0.39000000,0,14.00000000,,,0,390.00,,,0,,5756.00,144.59,-206.50,0,1.000000,0.208000,-0.101000,0,1017.82000000,49.52000000,-45.19600000
Kepler-1463 b,25.15864000000,0.00051230000,-0.00051230000,0,1.86000000,0.33000000,-0.19000000,0,4.12000000,,,0,619.00,,,0,,5679.00,93.91,-125.80,0,0.950000,0.160000,-0.082000,0,1687.47000000,97.02000000,-87.18000000
Kepler-1464 b,31.77859010000,0.00027340000,-0.00027340000,0,1.66000000,0.29000000,-0.16000000,0,3.39000000,,,0,564.00,,,0,,5828.00,112.18,-169.63,0,1.010000,0.174000,-0.093000,0,1151.73000000,21.52000000,-20.75000000
Kepler-1464 c,5.32786292000,0.00005389000,-0.00005389000,0,1.00000000,0.22000000,-0.11000000,0,0.97200000,,,0,1023.00,,,0,,5828.00,112.18,-169.63,0,1.010000,0.174000,-0.093000,0,1151.73000000,21.52000000,-20.75000000
Kepler-1465 b,31.82771110000,0.00012190000,-0.00012190000,0,1.77000000,0.35000000,-0.19000000,0,3.78000000,,,0,668.00,,,0,,4726.00,60.73,-75.37,0,0.710000,0.026000,-0.042000,0,359.49700000,10.61200000,-10.03000000
Kepler-1466 b,31.17504480000,0.00021570000,-0.00021570000,0,1.55000000,0.27000000,-0.17000000,0,3.02000000,,,0,585.00,,,0,,5884.00,144.58,-128.07,0,1.020000,0.175000,-0.105000,0,631.94900000,6.17850000,-6.17850000
Kepler-1467 b,47.05690430000,0.00018350000,-0.00018350000,0,3.30000000,0.31000000,-0.25000000,0,10.90000000,,,0,411.00,,,0,,5332.00,179.19,-173.73,0,0.820000,0.072000,-0.059000,0,852.88800000,21.25150000,-21.25150000
Kepler-1468 b,8.23984869000,0.00003988000,-0.00003988000,0,1.73000000,0.41000000,-0.19000000,0,3.64000000,,,0,1093.00,,,0,,5893.00,162.90,-197.95,0,1.050000,0.181000,-0.114000,0,1899.24000000,89.82000000,-89.82000000
Kepler-1468 c,3.54553021000,0.00002273000,-0.00002273000,0,1.15000000,0.25000000,-0.13000000,0,1.60000000,,,0,1448.00,,,0,,5893.00,162.90,-197.95,0,1.050000,0.181000,-0.114000,0,1899.24000000,89.82000000,-89.82000000
Kepler-1468 d,19.59059906000,,,0,3.33187146,,,0,11.10000000,,,0,819.00,,,0,,5794.00,78.00,-78.00,0,1.496000,0.245000,-0.299000,0,1899.24000000,89.82000000,-89.82000000
Kepler-1469 b,21.86353010000,0.00012190000,-0.00012190000,0,2.80000000,0.37000000,-0.26000000,0,8.25000000,,,0,551.00,,,0,,5507.00,128.40,-170.81,0,0.890000,0.116000,-0.064000,0,1159.30000000,49.72000000,-45.85000000
Kepler-147 b,12.61058400000,0.00022800000,-0.00022800000,0,1.53000000,0.31000000,-0.31000000,0,2.96000000,,,0,953.00,,,0,,6012.00,100.00,-100.00,0,1.468000,0.289000,-0.289000,0,1042.02000000,25.96500000,-25.96500000
Kepler-147 c,33.41642300000,0.00041600000,-0.00041600000,0,2.43000000,0.49000000,-0.49000000,0,6.48000000,,,0,689.00,,,0,,6012.00,100.00,-100.00,0,1.468000,0.289000,-0.289000,0,1042.02000000,25.96500000,-25.96500000
Kepler-1470 b,16.29509030000,0.00019160000,-0.00019160000,0,1.07000000,0.09000000,-0.08000000,0,1.24000000,,,0,574.00,,,0,,4961.00,84.41,-94.64,0,0.760000,0.030000,-0.035000,0,590.60100000,8.64900000,-8.40700000
Kepler-1471 b,3.63899398000,0.00002002000,-0.00002002000,0,1.41000000,0.20000000,-0.14000000,0,2.57000000,,,0,1238.00,,,0,,5660.00,86.53,-104.98,0,0.930000,0.137000,-0.068000,0,978.67800000,26.51700000,-26.51700000
Kepler-1471 c,11.60448810000,0.00011300000,-0.00011300000,0,1.88000000,0.28000000,-0.34000000,0,4.19000000,,,0,841.00,,,0,,5533.00,83.00,-74.00,0,1.166000,0.174000,-0.212000,0,978.67800000,26.51700000,-26.51700000
Kepler-1472 b,38.13128310000,0.00057550000,-0.00057550000,0,1.90000000,0.76000000,-0.36000000,0,4.27000000,,,0,613.00,,,0,,6159.00,92.70,-114.64,0,1.250000,0.498000,-0.178000,0,1479.14000000,46.96000000,-44.20000000
Kepler-1473 b,14.42735510000,0.00008414000,-0.00008414000,0,1.19000000,0.09000000,-0.08000000,0,1.81000000,,,0,783.00,,,0,,6046.00,77.17,-64.08,0,1.090000,0.078000,-0.059000,0,652.25300000,6.34600000,-6.22800000
Kepler-1474 b,36.43334520000,0.00032180000,-0.00032180000,0,2.16000000,0.44000000,-0.23000000,0,5.31000000,,,0,561.00,,,0,,5870.00,115.73,-173.32,0,1.040000,0.202000,-0.106000,0,1180.90000000,46.91500000,-46.91500000
Kepler-1475 b,82.17737400000,0.00115000000,-0.00115000000,0,2.92000000,0.99000000,-0.46000000,0,8.85000000,,,0,441.00,,,0,,6214.00,192.71,-203.22,0,1.280000,0.430000,-0.193000,0,1568.38000000,86.14000000,-77.75000000
Kepler-1476 b,10.35863224000,0.00005885000,-0.00005885000,0,1.67000000,0.37000000,-0.13000000,0,3.43000000,,,0,860.00,,,0,,5663.00,68.09,-77.19,0,0.960000,0.203000,-0.069000,0,1002.74000000,28.66000000,-27.14000000
Kepler-1477 b,11.55530021000,0.00008098000,-0.00008098000,0,1.18000000,0.09000000,-0.09000000,0,1.76000000,,,0,674.00,,,0,,5100.00,78.06,-73.51,0,0.780000,0.040000,-0.045000,0,680.82800000,8.15300000,-7.96600000
Kepler-1478 b,26.08405940000,0.00051210000,-0.00051210000,0,1.73000000,0.47000000,-0.19000000,0,3.64000000,,,0,598.00,,,0,,5904.00,102.51,-137.72,0,1.060000,0.279000,-0.110000,0,1845.58000000,95.95000000,-87.07000000
Kepler-1479 b,14.53261362000,0.00004429000,-0.00004429000,0,1.83000000,0.30000000,-0.16000000,0,4.01000000,,,0,746.00,,,0,,5796.00,74.44,-79.45,0,0.980000,0.156000,-0.078000,0,728.66800000,8.96100000,-8.74900000
Kepler-148 b,1.72936600000,0.00000400000,-0.00000400000,0,1.80000000,0.87000000,-0.87000000,0,3.89000000,,,0,1284.00,,,0,,5272.00,200.00,-200.00,0,0.851000,0.413000,-0.413000,0,791.16300000,15.33700000,-14.77600000
Kepler-148 c,4.18004300000,0.00000400000,-0.00000400000,0,3.60000000,1.76000000,-1.76000000,0,12.60000000,,,0,957.00,,,0,,5272.00,200.00,-200.00,0,0.851000,0.413000,-0.413000,0,791.16300000,15.33700000,-14.77600000
Kepler-148 d,51.84688575000,0.00002570000,-0.00002570000,0,8.68000000,0.52000000,-0.42000000,0,56.30000000,,,0,413.00,,,0,,5172.00,52.20,-66.13,0,0.810000,0.048000,-0.038000,0,791.16300000,15.33700000,-14.77600000
Kepler-1480 b,22.12679948000,0.00009372000,-0.00009372000,0,1.67000000,0.11000000,-0.08000000,0,3.43000000,,,0,721.00,,,0,,5156.00,61.41,-70.65,0,0.810000,0.045000,-0.033000,0,500.89200000,4.92550000,-4.92550000
Kepler-1481 b,5.94220998000,0.00002335000,-0.00002335000,0,1.23000000,0.08000000,-0.06000000,0,2.04000000,,,0,797.00,,,0,,4908.00,52.54,-65.82,0,0.750000,0.029000,-0.031000,0,459.07600000,4.58550000,-4.58550000
Kepler-1482 b,12.25383217000,0.00008407000,-0.00008407000,0,1.01000000,0.10000000,-0.11000000,0,1.01000000,,,0,678.00,,,0,,5381.00,59.20,-59.31,0,0.840000,0.078000,-0.052000,0,567.55600000,11.24350000,-11.24350000
Kepler-1483 b,9.50851560000,0.00010530000,-0.00010530000,0,1.52000000,0.66000000,-0.30000000,0,2.92000000,,,0,1131.00,,,0,,6337.00,208.71,-223.77,0,1.400000,0.604000,-0.247000,0,1273.78000000,37.05000000,-35.04000000
Kepler-1484 b,30.45491360000,0.00035360000,-0.00035360000,0,2.11000000,0.30000000,-0.22000000,0,5.10000000,,,0,624.00,,,0,,5730.00,204.01,-127.90,0,0.920000,0.129000,-0.086000,0,2879.83000000,1073.72000000,-1073.72000000
Kepler-1485 b,19.91577250000,0.00012840000,-0.00012840000,0,1.47000000,0.24000000,-0.14000000,0,2.76000000,,,0,728.00,,,0,,6087.00,92.28,-89.44,0,1.120000,0.073000,-0.064000,0,615.66000000,6.44300000,-6.31400000
Kepler-1486 b,54.64957590000,0.00098250000,-0.00098250000,0,2.32000000,0.58000000,-0.29000000,0,5.99000000,,,0,538.00,,,0,,5965.00,147.55,-160.68,0,1.120000,0.273000,-0.122000,0,1769.14000000,92.29000000,-83.74000000
Kepler-1487 b,7.31946363000,0.00004683000,-0.00004683000,0,2.13000000,0.85000000,-0.45000000,0,5.18000000,,,0,1682.00,,,0,,6541.00,230.55,-190.33,0,1.630000,0.647000,-0.324000,0,1014.62000000,18.86000000,-18.19600000
Kepler-1487 c,35.80071120000,0.00037130000,-0.00037130000,0,7.97000000,1.39000000,-2.77000000,0,48.70000000,,,0,991.00,,,0,,5745.00,86.00,-77.00,0,3.955000,0.688000,-1.376000,0,1014.62000000,18.86000000,-18.19600000
Kepler-1488 b,39.81899320000,0.00029070000,-0.00029070000,0,1.86000000,0.42000000,-0.37000000,0,4.12000000,,,0,650.00,,,0,,5820.00,71.05,-62.23,0,1.310000,0.294000,-0.255000,0,905.82500000,11.64500000,-11.35900000
Kepler-1488 c,6.15826988200,,,0,1.65156749,,,0,3.37000000,,,0,1212.00,,,0,,5710.00,114.00,-91.00,0,1.524000,0.244000,-0.336000,0,905.82500000,11.64500000,-11.35900000
Kepler-1489 b,82.29475100000,0.00179900000,-0.00179900000,0,1.77000000,0.23000000,-0.18000000,0,3.78000000,,,0,400.00,,,0,G,5655.00,76.91,-64.04,0,0.900000,0.106000,-0.073000,0,1283.05000000,36.07000000,-34.18000000
Kepler-1489 c,0.68074100000,0.00000400000,-0.00000400000,0,0.51000000,0.08000000,-0.08000000,0,0.08700000,,,0,,,,,G,5565.53,,,0,0.957000,0.132000,-0.066000,0,1283.05000000,36.07000000,-34.18000000
Kepler-149 b,29.19894300000,0.00004100000,-0.00004100000,0,4.21000000,0.60000000,-0.60000000,0,16.50000000,,,0,540.00,,,0,,5381.00,100.00,-100.00,0,0.953000,0.136000,-0.136000,0,571.03400000,5.71500000,-5.71500000
Kepler-149 c,55.32832800000,0.00194600000,-0.00194600000,0,1.61000000,0.24000000,-0.24000000,0,3.22000000,,,0,436.00,,,0,,5381.00,100.00,-100.00,0,0.953000,0.136000,-0.136000,0,571.03400000,5.71500000,-5.71500000
Kepler-149 d,160.01803200000,0.00109600000,-0.00109600000,0,3.96000000,0.68000000,-0.68000000,0,14.90000000,,,0,306.00,,,0,,5381.00,100.00,-100.00,0,0.953000,0.136000,-0.136000,0,571.03400000,5.71500000,-5.71500000
Kepler-1490 b,92.43629730000,0.00090420000,-0.00090420000,0,3.04000000,0.37000000,-0.63000000,0,9.48000000,,,0,348.00,,,0,,5515.00,193.53,-190.47,0,0.870000,0.107000,-0.071000,0,862.92000000,22.60100000,-21.49500000
Kepler-1491 b,16.58617620000,0.00022140000,-0.00022140000,0,1.51000000,0.35000000,-0.14000000,0,2.89000000,,,0,821.00,,,0,,5728.00,84.52,-115.34,0,0.990000,0.219000,-0.083000,0,2065.59000000,118.58000000,-118.58000000
Kepler-1491 c,61.56976500000,0.00180400000,-0.00180400000,0,2.44000000,0.39000000,-0.53000000,0,6.53000000,,,0,530.00,,,0,,5626.00,77.00,-77.00,0,1.389000,0.223000,-0.298000,0,2065.59000000,118.58000000,-118.58000000
Kepler-1492 b,16.75255007000,0.00006460000,-0.00006460000,0,1.49000000,0.28000000,-0.16000000,0,2.83000000,,,0,801.00,,,0,,4712.00,54.27,-72.63,0,0.720000,0.023000,-0.030000,0,331.55300000,2.33200000,-2.30000000
Kepler-1493 b,15.02179830000,0.00010750000,-0.00010750000,0,1.41000000,0.27000000,-0.23000000,0,2.57000000,,,0,874.00,,,0,,5863.00,78.69,-82.85,0,1.290000,0.241000,-0.203000,0,555.05100000,,
Kepler-1494 b,91.08048200000,0.00176900000,-0.00176900000,0,3.07000000,0.46000000,-0.57000000,0,9.64000000,,,0,415.00,,,0,,5659.00,86.94,-107.31,0,0.940000,0.133000,-0.073000,0,1285.48000000,36.38000000,-34.47000000
Kepler-1495 b,85.27325600000,0.00195400000,-0.00195400000,0,2.94000000,0.72000000,-0.32000000,0,8.96000000,,,0,443.00,,,0,,5831.00,90.97,-139.38,0,1.040000,0.252000,-0.100000,0,1355.54000000,,
Kepler-1496 b,64.65880170000,0.00078000000,-0.00078000000,0,2.22000000,0.91000000,-0.36000000,0,5.56000000,,,0,535.00,,,0,,6182.00,140.35,-206.60,0,1.270000,0.517000,-0.202000,0,1307.66000000,29.63500000,-29.63500000
Kepler-1497 b,8.74199772000,0.00008621000,-0.00008621000,0,1.66000000,0.29000000,-0.16000000,0,3.39000000,,,0,924.00,,,0,,5675.00,159.75,-169.00,0,0.950000,0.157000,-0.081000,0,1122.00000000,189.43700000,-104.83800000
Kepler-1498 b,48.05140500000,0.00093310000,-0.00093310000,0,1.33000000,0.11000000,-0.09000000,0,2.33000000,,,0,564.00,,,0,,5256.00,60.36,-58.16,0,0.810000,0.051000,-0.041000,0,740.00000000,46.59800000,-39.41800000
Kepler-1499 b,44.20080000000,0.00065530000,-0.00065530000,0,1.19000000,0.25000000,-0.14000000,0,1.81000000,,,0,409.00,,,0,,5097.00,77.02,-92.24,0,0.780000,0.039000,-0.040000,0,309.86900000,1.57400000,-1.55800000
Kepler-15 b,4.94278200000,0.00000130000,-0.00000130000,0,10.76000000,0.67000000,-0.78000000,0,209.76000000,25.43000000,-28.60000000,0,1251.00,27.00,-27.00,0,,5515.00,122.00,-130.00,0,0.992000,0.058000,-0.070000,0,739.41200000,11.15800000,-11.15800000
Kepler-150 b,3.42805400000,0.00002600000,-0.00002600000,0,1.25000000,0.19000000,-0.19000000,0,2.10000000,,,0,1131.00,,,0,,5560.00,100.00,-100.00,0,0.939000,0.136000,-0.136000,0,891.09200000,17.02100000,-16.40400000
Kepler-150 c,7.38199800000,0.00001000000,-0.00001000000,0,3.69000000,0.59000000,-0.59000000,0,13.20000000,,,0,876.00,,,0,,5560.00,100.00,-100.00,0,0.939000,0.136000,-0.136000,0,891.09200000,17.02100000,-16.40400000
Kepler-150 d,12.56093000000,0.00003600000,-0.00003600000,0,2.79000000,0.41000000,-0.41000000,0,8.20000000,,,0,734.00,,,0,,5560.00,100.00,-100.00,0,0.939000,0.136000,-0.136000,0,891.09200000,17.02100000,-16.40400000
Kepler-150 e,30.82655700000,0.00019900000,-0.00019900000,0,3.12000000,0.55000000,-0.55000000,0,9.91000000,,,0,544.00,,,0,,5560.00,100.00,-100.00,0,0.939000,0.136000,-0.136000,0,891.09200000,17.02100000,-16.40400000
Kepler-150 f,637.20930000000,0.01690000000,-0.01540000000,0,3.64000000,0.52000000,-0.39000000,0,12.90000000,,,0,,,,,,5528.00,122.00,-122.00,0,0.905339,,,0,891.09200000,17.02100000,-16.40400000
Kepler-1500 b,15.03301050000,0.00016120000,-0.00016120000,0,1.20000000,0.22000000,-0.15000000,0,1.87000000,,,0,928.00,,,0,,5845.00,122.09,-140.57,0,1.000000,0.177000,-0.104000,0,1217.82000000,34.01000000,-32.25000000
Kepler-1501 b,14.55645330000,0.00011210000,-0.00011210000,0,1.56000000,0.68000000,-0.25000000,0,3.05000000,,,0,787.00,,,0,,6229.00,111.62,-123.73,0,1.300000,0.539000,-0.181000,0,749.06000000,7.13700000,-7.00700000
Kepler-1502 b,41.70836290000,0.00034850000,-0.00034850000,0,3.18000000,1.12000000,-0.64000000,0,10.20000000,,,0,608.00,,,0,,6666.00,321.18,-272.08,0,1.720000,0.608000,-0.332000,0,1514.02000000,47.79000000,-44.99000000
Kepler-1503 b,96.16987000000,0.00118000000,-0.00118000000,0,2.27000000,0.19000000,-0.23000000,0,5.77000000,,,0,321.00,,,0,,5069.00,95.03,-73.98,0,0.740000,0.049000,-0.071000,0,1225.57000000,55.86500000,-55.86500000
Kepler-1504 b,82.30400300000,0.00159300000,-0.00159300000,0,2.13000000,0.23000000,-0.19000000,0,5.18000000,,,0,485.00,,,0,,5393.00,102.27,-78.86,0,0.810000,0.078000,-0.066000,0,2435.94000000,186.11000000,-186.11000000
Kepler-1505 b,30.86093660000,0.00022520000,-0.00022520000,0,0.93000000,0.05000000,-0.05000000,0,0.74900000,,,0,525.00,,,0,,5686.00,65.36,-53.94,0,0.860000,0.023000,-0.029000,0,495.14800000,8.33200000,-8.06400000
Kepler-1506 b,14.03291540000,0.00028110000,-0.00028110000,0,1.32000000,0.19000000,-0.13000000,0,2.30000000,,,0,783.00,,,0,,5676.00,104.55,-89.59,0,0.930000,0.116000,-0.069000,0,2366.02000000,164.01000000,-144.46000000
Kepler-1507 b,16.05062130000,0.00014470000,-0.00014470000,0,0.84000000,0.09000000,-0.09000000,0,0.52000000,,,0,630.00,,,0,,5410.00,63.43,-70.14,0,0.850000,0.086000,-0.056000,0,320.47800000,1.48400000,-1.46900000
Kepler-1508 b,20.70565040000,0.00054990000,-0.00054990000,0,1.33000000,0.53000000,-0.26000000,0,2.33000000,,,0,967.00,,,0,,6158.00,294.77,-280.41,0,1.220000,0.484000,-0.226000,0,1260.28000000,32.03000000,-30.52000000
Kepler-1509 b,25.43381970000,0.00031140000,-0.00031140000,0,1.85000000,0.37000000,-0.16000000,0,4.08000000,,,0,667.00,,,0,,5780.00,69.62,-80.25,0,0.990000,0.156000,-0.077000,0,2002.96000000,104.43000000,-94.76000000
Kepler-151 b,15.22895800000,0.00003000000,-0.00003000000,0,3.06000000,1.53000000,-1.53000000,0,9.59000000,,,0,639.00,,,0,,5460.00,200.00,-200.00,0,0.830000,0.411000,-0.411000,0,649.91900000,9.53800000,-9.53800000
Kepler-151 c,24.67461200000,0.00010600000,-0.00010600000,0,2.09000000,1.04000000,-1.04000000,0,5.02000000,,,0,544.00,,,0,,5460.00,200.00,-200.00,0,0.830000,0.411000,-0.411000,0,649.91900000,9.53800000,-9.53800000
Kepler-1510 b,84.70392100000,0.00189600000,-0.00189600000,0,3.36000000,1.23000000,-0.56000000,0,11.20000000,,,0,537.00,,,0,,6200.00,177.72,-224.25,0,1.280000,0.464000,-0.203000,0,1696.25000000,84.76000000,-77.19000000
Kepler-1511 b,23.23827920000,0.00022200000,-0.00022200000,0,1.68000000,0.69000000,-0.24000000,0,3.46000000,,,0,903.00,,,0,,6064.00,72.72,-86.89,0,1.290000,0.528000,-0.185000,0,1475.60000000,36.92000000,-36.92000000
Kepler-1512 b,20.35972599000,0.00005874000,-0.00005874000,0,1.18000000,0.07000000,-0.11000000,0,1.76000000,,,0,322.00,27.00,-40.00,0,,4372.00,59.14,-63.70,0,0.670000,0.017000,-0.058000,0,162.00000000,5.79700000,-15.91400000
Kepler-1513 b,160.88420000000,0.00110000000,-0.00280000000,0,8.59400000,0.03600000,-0.02200000,0,48.30991786,33.05415433,-19.38753283,0,346.00,,,0,G V,5491.00,100.00,-100.00,0,0.950000,0.077000,-0.055000,0,349.24700000,2.57000000,-2.53300000
Kepler-1513 c,841.40000000000,8.10000000000,-5.30000000000,0,11.00000000,,,0,84.54235626,31.14718389,-20.02318964,0,,,,,G V,5491.00,100.00,-100.00,0,0.950000,0.077000,-0.055000,0,349.24700000,2.57000000,-2.53300000
Kepler-1514 b,217.83184000000,0.00012000000,-0.00012000000,0,12.41957200,0.25780700,-0.25780700,0,1678.14240000,69.92260000,-69.92260000,0,387.90,6.00,-5.00,0,,6145.00,99.00,-80.00,0,1.289000,0.027000,-0.026000,0,397.29200000,4.12200000,-4.03900000
Kepler-1514 c,10.51418100000,0.00003900000,-0.00003900000,0,1.17582410,0.05716590,-0.04371510,0,1.74000000,,,0,1066.00,16.00,-14.00,0,,6145.00,99.00,-80.00,0,1.289000,0.027000,-0.026000,0,397.29200000,4.12200000,-4.03900000
Kepler-1515 b,214.31141640000,0.00012750000,-0.00012750000,0,9.55000000,0.77000000,-0.64000000,0,66.20000000,,,0,380.00,,,0,,6511.00,94.24,-81.34,0,1.410000,0.113000,-0.095000,0,539.32100000,6.60300000,-6.44800000
Kepler-1516 b,7.25931979000,0.00003612000,-0.00003612000,0,1.75000000,0.49000000,-0.19000000,0,3.71000000,,,0,967.00,,,0,,5904.00,92.11,-142.16,0,1.070000,0.225000,-0.116000,0,1358.95000000,43.67000000,-41.07000000
Kepler-1517 b,5.54608366500,0.00000708700,-0.00000708700,0,9.76000000,2.79000000,-1.93000000,0,68.70000000,,,0,2336.00,,,0,,7010.00,117.01,-113.20,0,1.950000,0.530000,-0.370000,0,847.29900000,14.50400000,-14.03300000
Kepler-1518 b,5.11177904000,0.00005083000,-0.00005083000,0,3.05000000,0.92000000,-0.63000000,0,9.53000000,,,0,1351.00,,,0,,6846.00,320.29,-290.12,0,1.880000,0.609000,-0.376000,0,903.51000000,12.12400000,-11.81200000
Kepler-1518 c,9.63102580000,0.00012570000,-0.00012570000,0,2.90000000,0.82000000,-0.68000000,0,8.75000000,,,0,1094.00,,,0,,6432.00,155.00,-214.00,0,1.345000,0.382000,-0.313000,0,903.51000000,12.12400000,-11.81200000
Kepler-1519 b,240.79893970000,0.00061170000,-0.00061170000,0,7.06000000,0.81000000,-0.54000000,0,39.60000000,,,0,342.00,,,0,,5644.00,138.77,-112.71,0,0.910000,0.104000,-0.068000,0,1441.63000000,45.93000000,-43.23000000
Kepler-152 b,18.20797300000,0.00002300000,-0.00002300000,0,2.79000000,0.17000000,-0.17000000,0,8.20000000,,,0,551.00,,,0,,5088.00,100.00,-100.00,0,0.724000,0.044000,-0.044000,0,441.09000000,3.13700000,-3.13700000
Kepler-152 c,88.25505500000,0.00030900000,-0.00030900000,0,2.39000000,0.16000000,-0.16000000,0,6.30000000,,,0,326.00,,,0,,5088.00,100.00,-100.00,0,0.724000,0.044000,-0.044000,0,441.09000000,3.13700000,-3.13700000
Kepler-1520 b,0.65355357200,0.00000016100,-0.00000016100,0,5.77000000,0.22000000,-0.30000000,0,28.10000000,,,0,1437.00,,,0,,4677.00,82.29,-71.28,0,0.710000,0.026000,-0.027000,0,607.91700000,11.45600000,-11.04700000
Kepler-1521 b,47.14840805000,0.00007919000,-0.00007919000,0,2.50000000,0.09000000,-0.10000000,0,6.80000000,,,0,391.00,,,0,,5042.00,73.64,-58.14,0,0.760000,0.022000,-0.025000,0,206.98300000,1.12500000,-1.11300000
Kepler-1522 b,1.84788917100,0.00000272200,-0.00000272200,0,1.73000000,0.23000000,-0.14000000,0,3.64000000,,,0,1374.00,,,0,,5706.00,131.97,-100.71,0,0.930000,0.121000,-0.071000,0,814.12500000,11.01000000,-11.01000000
Kepler-1523 b,0.93875077000,0.00000116300,-0.00000116300,0,1.58000000,0.27000000,-0.15000000,0,3.12000000,,,0,1676.00,,,0,,5708.00,150.00,-158.59,0,0.960000,0.161000,-0.089000,0,865.59600000,17.89100000,-17.89100000
Kepler-1524 b,70.96746030000,0.00017230000,-0.00017230000,0,3.54000000,1.47000000,-0.54000000,0,12.30000000,,,0,438.00,,,0,,6179.00,148.99,-210.53,0,1.250000,0.520000,-0.191000,0,381.77300000,3.34400000,-3.28800000
Kepler-1525 b,2.41660118300,0.00000527500,-0.00000527500,0,0.91000000,0.06000000,-0.04000000,0,0.69300000,,,0,1343.00,,,0,,5748.00,70.33,-66.29,0,1.040000,0.055000,-0.042000,0,382.98900000,3.11100000,-3.06300000
